state,event_type,county,date,time,in_direct,in_indirect,deaths_direct,deaths_indirect,f_scale,length,location,damage_property,damage_crops,f_scale_values
MINNESOTA,Tornado,PENNINGTON,8/9/2020,13:13:00,0,0,0,0,EF1,22,DAKOTA JCT,$0.00 ,$0.00 ,1
GEORGIA,Tornado,BARTOW,2/6/2020,5:28:00,0,0,0,0,EF0,0.33,FOLSOM,"$10,000.00 ",$0.00 ,0
GEORGIA,Tornado,GORDON,2/6/2020,5:29:00,0,0,0,0,EF0,1.91,BOWLS,"$50,000.00 ",$0.00 ,0
LOUISIANA,Tornado,ST. TAMMANY,4/19/2020,21:13:00,0,0,0,0,EF1,3.05,MANDEVILLE,$0.00 ,$0.00 ,1
MISSISSIPPI,Tornado,WALTHALL,4/19/2020,18:09:00,0,0,0,0,EF1,2.59,FLOWERS,$0.00 ,$0.00 ,1
NEBRASKA,Tornado,JEFFERSON,6/9/2020,17:03:00,0,0,0,0,EFU,0.1,HEDRIX,$0.00 ,$0.00 ,-1
NORTH CAROLINA,Tornado,CLEVELAND,2/6/2020,10:55:00,0,0,0,0,EF2,5.14,ARCHDALE,"$750,000.00 ",$0.00 ,2
NEBRASKA,Tornado,GAGE,5/22/2020,16:07:00,0,0,0,0,EFU,0.03,BARNESTON,$0.00 ,$0.00 ,-1
GEORGIA,Tornado,PIKE,10/10/2020,17:27:00,0,0,0,0,EF0,2.13,HILLTOP,"$50,000.00 ",$0.00 ,0
GEORGIA,Tornado,CLAYTON,10/10/2020,18:45:00,0,0,0,0,EF0,0.56,MORROW,"$40,000.00 ",$0.00 ,0
GEORGIA,Tornado,DE KALB,10/10/2020,19:16:00,0,0,0,0,EF0,1.68,GLEN HAVEN,"$250,000.00 ",$0.00 ,0
GEORGIA,Tornado,GWINNETT,10/10/2020,19:43:00,0,0,0,0,EF0,0.66,LUXOMNI,"$100,000.00 ",$0.00 ,0
MISSISSIPPI,Tornado,HUMPHREYS,4/12/2020,12:17:00,0,0,0,0,EF1,4.09,ANCHORAGE,"$50,000.00 ",$0.00 ,1
MISSISSIPPI,Tornado,HOLMES,4/12/2020,12:46:00,0,0,0,0,EF0,2.33,COXBURG,"$40,000.00 ",$0.00 ,0
MISSISSIPPI,Tornado,FORREST,4/19/2020,18:58:00,1,0,0,0,EF1,12.19,BONHOMIE,"$100,000.00 ",$0.00 ,1
TENNESSEE,Tornado,HUMPHREYS,3/2/2020,23:42:00,0,0,0,0,EF0,4.8,MC EWEN,"$25,000.00 ","$25,000.00 ",0
NORTH CAROLINA,Tornado,PENDER,4/13/2020,8:24:00,0,0,0,0,EF0,1.49,WHITE STOCKING,"$2,000.00 ",$0.00 ,0
NORTH CAROLINA,Tornado,PENDER,4/13/2020,8:19:00,0,0,0,0,EF1,2.84,WALKERS STORE,"$25,000.00 ",$0.00 ,1
SOUTH CAROLINA,Tornado,GEORGETOWN,4/13/2020,7:13:00,0,0,0,0,EF1,4.76,NEW HOPE,"$100,000.00 ",$0.00 ,1
ARKANSAS,Tornado,CRAIGHEAD,4/8/2020,18:47:00,0,0,0,0,EF0,0.89,CHILSON,"$8,000.00 ",$0.00 ,0
TENNESSEE,Tornado,CLAIBORNE,1/11/2020,17:55:00,0,0,0,0,EF0,3.3,TAZEWELL,$0.00 ,$0.00 ,0
ARKANSAS,Tornado,POINSETT,4/8/2020,19:05:00,2,0,0,0,EF2,9.33,MC DANIEL,"$250,000.00 ",$0.00 ,2
FLORIDA,Tornado,MONROE,1/31/2020,22:35:00,0,0,0,0,EFU,4.68,HIGHLAND PT,$0.00 ,$0.00 ,-1
NEBRASKA,Tornado,CUSTER,6/8/2020,18:53:00,0,0,0,0,EF0,0.01,ARNOLD,$0.00 ,$0.00 ,0
NORTH CAROLINA,Tornado,BRUNSWICK,4/13/2020,8:36:00,0,0,0,0,EF0,0.42,CASWELL BEACH,"$15,000.00 ",$0.00 ,0
NORTH CAROLINA,Tornado,CLEVELAND,2/6/2020,9:45:00,0,0,0,0,EF1,7.03,LAWNDALE,"$250,000.00 ",$0.00 ,1
MISSOURI,Tornado,CRAWFORD,6/27/2020,16:42:00,0,0,0,0,EF0,0.76,CUBA AIRSTRIP ARPT,$0.00 ,$0.00 ,0
SOUTH CAROLINA,Tornado,GEORGETOWN,4/13/2020,7:36:00,0,0,0,0,EF2,4.56,ANNIEVILLE,"$20,000.00 ",$0.00 ,2
NORTH CAROLINA,Tornado,PENDER,4/13/2020,8:13:00,0,0,0,0,EF1,2.82,BELLS XRDS,"$100,000.00 ",$0.00 ,1
TENNESSEE,Tornado,HUMPHREYS,3/2/2020,23:20:00,0,0,0,0,EF1,8.71,DENVER,"$100,000.00 ","$300,000.00 ",1
TEXAS,Tornado,NUECES,8/1/2020,15:42:00,0,0,0,0,EF0,0.01,PETRONILA,$0.00 ,$0.00 ,0
SOUTH CAROLINA,Tornado,KERSHAW,1/11/2020,22:33:00,0,0,0,0,EF2,0.55,CLYBURN,$0.00 ,$0.00 ,2
OKLAHOMA,Tornado,LINCOLN,1/10/2020,10:34:00,0,0,0,0,EF0,1.3,PRAGUE,"$25,000.00 ",$0.00 ,0
OHIO,Tornado,MIAMI,1/11/2020,22:15:00,0,0,0,0,EF0,6.34,FARRINGTON,"$50,000.00 ",$0.00 ,0
OHIO,Tornado,MIAMI,1/11/2020,22:11:00,0,0,0,0,EF0,3.1,TROY,"$500,000.00 ",$0.00 ,0
ARKANSAS,Tornado,FRANKLIN,1/10/2020,19:45:00,0,0,0,0,EF1,3.9,POPING,"$35,000.00 ",$0.00 ,1
OKLAHOMA,Tornado,CHEROKEE,1/10/2020,14:49:00,0,0,0,0,EF1,5.8,PETTIT,"$50,000.00 ",$0.00 ,1
OKLAHOMA,Tornado,MAYES,1/10/2020,11:55:00,0,0,0,0,EFU,1,MURPHY,$0.00 ,$0.00 ,-1
SOUTH CAROLINA,Tornado,ANDERSON,1/11/2020,20:04:00,0,0,0,0,EF0,0.44,TOWNVILLE,"$1,000.00 ",$0.00 ,0
SOUTH CAROLINA,Tornado,ANDERSON,1/11/2020,20:40:00,0,0,0,0,EF0,0.66,PIEDMONT,"$1,000.00 ",$0.00 ,0
SOUTH CAROLINA,Tornado,ABBEVILLE,1/11/2020,20:40:00,0,0,0,0,EF0,1.24,ABBEYVILLE DAVIS ARP,"$1,000.00 ",$0.00 ,0
SOUTH CAROLINA,Tornado,GREENWOOD,1/11/2020,20:42:00,0,0,0,0,EF0,1.2,HARRIS,$0.00 ,$0.00 ,0
SOUTH CAROLINA,Tornado,GREENWOOD,1/11/2020,20:45:00,0,0,0,0,EF0,0.53,HARRIS,$0.00 ,$0.00 ,0
ILLINOIS,Tornado,HENRY,3/28/2020,18:43:00,0,0,0,0,EFU,1.07,CAMBRIDGE,$0.00 ,$0.00 ,-1
ILLINOIS,Tornado,WHITESIDE,3/28/2020,19:20:00,0,0,0,0,EF1,2.17,LEON CORNERS,$0.00 ,$0.00 ,1
IOWA,Tornado,DUBUQUE,3/28/2020,19:25:00,0,0,0,0,EF1,3.8,SHERRILL,$0.00 ,$0.00 ,1
ILLINOIS,Tornado,MACOUPIN,7/15/2020,15:47:00,0,0,0,0,EFU,0.15,PALMYRA ZELMER ARPT,$0.00 ,$0.00 ,-1
ILLINOIS,Tornado,MONTGOMERY,7/15/2020,16:18:00,0,0,0,0,EF0,3.89,FARMERSVILLE,$0.00 ,$0.00 ,0
TENNESSEE,Tornado,PUTNAM,3/3/2020,1:38:00,0,0,0,0,EF0,3.32,DENNY SEMINARY,"$15,000.00 ",$0.00 ,0
TENNESSEE,Tornado,CUMBERLAND,3/3/2020,2:25:00,0,0,0,0,EF2,10.07,RINNIE,"$50,000.00 ","$500,000.00 ",2
TENNESSEE,Tornado,SMITH,3/3/2020,1:19:00,0,0,0,0,EF1,11.99,GRANT,"$5,000,000.00 ",$0.00 ,1
TENNESSEE,Tornado,DAVIDSON,3/3/2020,0:32:00,170,0,2,0,EF3,21.49,SCOTTSBORO,"$1,090,000,000.00 ",$0.00 ,3
TENNESSEE,Tornado,WILSON,3/3/2020,0:54:00,50,0,3,0,EF3,26.65,MT JULIET,"$409,000,000.00 ",$0.00 ,3
MISSISSIPPI,Tornado,PEARL RIVER,4/19/2020,20:51:00,0,0,0,0,EF1,3.12,MILLARD,$0.00 ,$0.00 ,1
MISSISSIPPI,Tornado,LEE,1/11/2020,6:45:00,0,0,0,0,EF0,3.14,BETHANY,"$75,000.00 ",$0.00 ,0
GEORGIA,Tornado,PAULDING,1/11/2020,16:52:00,0,0,0,0,EF0,2.07,BROCK,"$50,000.00 ",$0.00 ,0
MISSISSIPPI,Tornado,DE SOTO,1/11/2020,4:45:00,0,0,0,0,EF1,7.74,ARKABUTLA RES,"$600,000.00 ",$0.00 ,1
ILLINOIS,Tornado,KNOX,3/28/2020,16:39:00,0,0,0,0,EFU,0.12,ONEIDA,$0.00 ,$0.00 ,-1
ILLINOIS,Tornado,FULTON,3/28/2020,19:01:00,0,0,0,0,EF1,2.06,IPAVA,"$100,000.00 ",$0.00 ,1
ILLINOIS,Tornado,PEORIA,3/28/2020,19:58:00,0,0,0,0,EF1,3.27,BARTONVILLE,"$300,000.00 ",$0.00 ,1
ILLINOIS,Tornado,MONTGOMERY,7/21/2020,15:18:00,0,0,0,0,EFU,0.2,WHITE OAK,$0.00 ,$0.00 ,-1
TENNESSEE,Tornado,MORGAN,3/3/2020,3:40:00,0,0,0,0,EF0,3.68,LANCING,$0.00 ,$0.00 ,0
MISSISSIPPI,Tornado,TISHOMINGO,1/11/2020,7:11:00,0,0,0,0,EF1,2.97,HOLTS SPUR,"$75,000.00 ",$0.00 ,1
MISSISSIPPI,Tornado,TISHOMINGO,1/11/2020,7:17:00,0,0,0,0,EF0,0.72,WALKER,"$25,000.00 ",$0.00 ,0
MARYLAND,Tornado,WORCESTER,8/4/2020,6:14:00,0,0,0,0,EF2,3.8,GIRDLETREE,"$150,000.00 ",$0.00 ,2
MARYLAND,Tornado,WORCESTER,8/4/2020,6:35:00,0,0,0,0,EF0,8,SHOWELL,"$15,000.00 ",$0.00 ,0
GEORGIA,Tornado,COBB,1/11/2020,16:54:00,0,0,0,0,EF0,1.79,LOST MTN,"$50,000.00 ",$0.00 ,0
IOWA,Tornado,FAYETTE,3/28/2020,17:40:00,0,0,0,0,EF0,3.6,MAYNARD,"$75,000.00 ",$0.00 ,0
IOWA,Tornado,FAYETTE,3/28/2020,17:30:00,0,1,0,0,EF1,3.93,OELWEIN MUNI ARPT,"$165,000.00 ","$5,000.00 ",1
ALABAMA,Tornado,MONTGOMERY,3/31/2020,9:23:00,0,0,0,0,EF0,3.33,RAMER,$0.00 ,$0.00 ,0
ALABAMA,Tornado,PIKE,3/31/2020,9:51:00,0,0,0,0,EF0,0.83,SANDFIELD,$0.00 ,$0.00 ,0
OKLAHOMA,Tornado,OKFUSKEE,3/19/2020,9:25:00,0,0,0,0,EF1,2.7,OKEMAH,"$30,000.00 ",$0.00 ,1
MISSISSIPPI,Tornado,TATE,1/11/2020,4:42:00,0,0,0,0,EF0,3.53,ARKABUTLA,"$10,000.00 ",$0.00 ,0
WISCONSIN,Tornado,GRANT,3/28/2020,19:35:00,0,0,0,0,EF1,6.22,ROCKVILLE,"$180,000.00 ",$0.00 ,1
ALABAMA,Tornado,COLBERT,3/24/2020,16:39:00,0,0,0,0,EF1,8.16,MAUD,$0.00 ,$0.00 ,1
TEXAS,Tornado,NOLAN,3/19/2020,0:00:00,0,0,0,0,EF2,4.68,NOLAN,"$2,000,000.00 ",$0.00 ,2
MISSISSIPPI,Tornado,PANOLA,1/11/2020,4:47:00,1,0,0,0,EF1,3.87,LOCKE STATION,"$300,000.00 ",$0.00 ,1
ARKANSAS,Tornado,LOGAN,1/10/2020,19:44:00,0,0,0,0,EF2,13.6,CORLEY,"$500,000.00 ",$0.00 ,2
TEXAS,Tornado,BURLESON,1/10/2020,21:34:00,0,0,0,0,EF1,0.11,HOGG,"$30,000.00 ",$0.00 ,1
TEXAS,Tornado,JONES,3/19/2020,0:43:00,0,0,0,0,EF2,4.62,HAMBY,$0.00 ,$0.00 ,2
TEXAS,Tornado,SHACKELFORD,3/19/2020,0:49:00,0,0,0,0,EFU,0.76,ACAMPO,$0.00 ,$0.00 ,-1
GEORGIA,Tornado,UPSON,1/11/2020,17:48:00,0,0,0,0,EF1,0.34,HENDRICKS,"$200,000.00 ",$0.00 ,1
MISSISSIPPI,Tornado,PRENTISS,1/11/2020,6:48:00,0,0,0,0,EF1,4.09,FRANKSTOWN,"$125,000.00 ",$0.00 ,1
TENNESSEE,Tornado,OBION,1/11/2020,4:38:00,0,0,0,0,EF1,1.86,EBENEZER,"$75,000.00 ",$0.00 ,1
TEXAS,Tornado,TAYLOR,3/19/2020,0:30:00,0,0,0,0,EF1,0.23,TYE,"$60,000.00 ",$0.00 ,1
TEXAS,Tornado,THROCKMORTON,3/17/2020,15:25:00,0,0,0,0,EFU,0.07,THROCKMORTON,$0.00 ,$0.00 ,-1
TEXAS,Tornado,TAYLOR,3/19/2020,0:07:00,0,0,0,0,EF2,6.18,MULBERRY CANYON,$0.00 ,$0.00 ,2
TENNESSEE,Tornado,FRANKLIN,3/24/2020,18:16:00,0,0,0,0,EF1,4.76,GREENHAW,$0.00 ,$0.00 ,1
ARKANSAS,Tornado,JACKSON,3/28/2020,15:18:00,0,0,0,0,EF1,5.33,ALGOA,"$200,000.00 ",$0.00 ,1
GEORGIA,Tornado,FANNIN,1/11/2020,17:24:00,0,0,0,0,EF0,3.05,SWAN,"$250,000.00 ",$0.00 ,0
MISSISSIPPI,Tornado,TATE,1/11/2020,5:10:00,0,0,0,0,EF0,1.37,LOOXAHOMA,"$10,000.00 ",$0.00 ,0
FLORIDA,Tornado,WALTON,3/31/2020,11:55:00,0,0,0,0,EF0,0.17,PORTLAND,"$2,000.00 ",$0.00 ,0
ALABAMA,Tornado,PIKE,3/31/2020,9:33:00,0,0,0,0,EF0,0.14,ORION,$0.00 ,$0.00 ,0
MISSOURI,Tornado,NEW MADRID,3/2/2020,22:15:00,0,0,0,0,EF0,3.06,BROADWATER,$0.00 ,$0.00 ,0
TENNESSEE,Tornado,FAYETTE,1/11/2020,5:36:00,0,0,0,0,EF0,1.98,WILLISTON,"$30,000.00 ",$0.00 ,0
MISSISSIPPI,Tornado,PRENTISS,1/11/2020,6:56:00,0,0,0,0,EF1,8.22,BOONEVILLE,"$75,000.00 ",$0.00 ,1
ARKANSAS,Tornado,LONOKE,1/11/2020,0:58:00,0,0,0,0,EF1,0.43,SEATON,"$40,000.00 ",$0.00 ,1
MISSISSIPPI,Tornado,COVINGTON,3/4/2020,4:40:00,0,0,0,0,EF0,8.81,WILLIAMSBURG,"$25,000.00 ",$0.00 ,0
TEXAS,Tornado,YOUNG,3/18/2020,20:36:00,1,0,0,0,EF0,1.55,BUNGER,"$3,000.00 ",$0.00 ,0
TEXAS,Tornado,JACK,3/18/2020,21:21:00,0,0,0,0,EF0,0.67,SENATE,$0.00 ,$0.00 ,0
GEORGIA,Tornado,RANDOLPH,3/31/2020,12:05:00,0,0,0,0,EF1,8.86,SPRINGVALE,$0.00 ,$0.00 ,1
FLORIDA,Tornado,JEFFERSON,3/31/2020,15:10:00,0,0,0,0,EF1,3.39,LAMONT,"$2,000.00 ",$0.00 ,1
FLORIDA,Tornado,MADISON,3/31/2020,15:17:00,0,0,0,0,EF1,11.74,GREENVILLE,$0.00 ,$0.00 ,1
ARKANSAS,Tornado,DREW,1/11/2020,3:24:00,0,0,0,0,EF0,0.81,JEROME,"$100,000.00 ",$0.00 ,0
MISSISSIPPI,Tornado,TALLAHATCHIE,1/11/2020,4:26:00,0,0,0,0,EF0,2.24,SUMNER,"$50,000.00 ",$0.00 ,0
MISSISSIPPI,Tornado,JEFFERSON DAVIS,3/4/2020,4:39:00,0,0,0,0,EF0,0.5,MT CARMEL,"$1,000.00 ",$0.00 ,0
GEORGIA,Tornado,QUITMAN,3/31/2020,11:46:00,1,0,0,0,EF1,13.26,BONAPARTES RETREAT,"$50,000.00 ",$0.00 ,1
TEXAS,Tornado,WISE,3/18/2020,21:07:00,0,0,0,0,EF0,0.81,ALVORD,"$1,000.00 ",$0.00 ,0
ALABAMA,Tornado,PIKE,3/31/2020,9:34:00,0,0,0,0,EF0,1.61,(TOI)TROY MUNI ARPT,$0.00 ,$0.00 ,0
FLORIDA,Tornado,MADISON,3/31/2020,15:33:00,0,0,0,0,EF0,0.11,MADISON,"$50,000.00 ",$0.00 ,0
MISSISSIPPI,Tornado,GEORGE,3/31/2020,8:30:00,0,0,0,0,EF1,8.15,BENNDALE,$0.00 ,$0.00 ,1
ARKANSAS,Tornado,SHARP,3/19/2020,21:07:00,0,0,0,0,EF1,5.67,CENTER,"$20,000.00 ",$0.00 ,1
TEXAS,Tornado,REEVES,3/13/2020,18:53:00,0,0,0,0,EFU,4.48,BALMORHEA,$0.00 ,$0.00 ,-1
TEXAS,Tornado,LOVING,3/13/2020,18:57:00,0,0,0,0,EFU,4.49,MENTONE,$0.00 ,$0.00 ,-1
TEXAS,Tornado,WISE,3/18/2020,20:20:00,0,0,0,0,EF0,4.02,LAKE BRIDGEPORT,"$70,000.00 ",$0.00 ,0
TEXAS,Tornado,YOUNG,3/18/2020,20:24:00,2,0,0,0,EF0,5.19,SOUTH BEND,$0.00 ,$0.00 ,0
ILLINOIS,Tornado,PERRY,3/19/2020,14:44:00,1,0,0,0,EF1,3.17,SUNFIELD,"$300,000.00 ",$0.00 ,1
ILLINOIS,Tornado,JEFFERSON,3/19/2020,15:22:00,0,0,0,0,EF0,0.58,BELLE RIVE,"$3,000.00 ",$0.00 ,0
ARKANSAS,Tornado,POPE,3/19/2020,19:09:00,0,0,0,0,EF1,0.81,RETTA,$0.00 ,$0.00 ,1
