state,event_type,county,date,time,in_direct,in_indirect,deaths_direct,deaths_indirect,f_scale,length,location,damage_property,damage_crops,f_scale_values
COLORADO,Tornado,LINCOLN,4/27/2021,14:57:00,0,0,0,0,EF0,0.01,KARVAL,$0.00 ,$0.00 ,0
COLORADO,Tornado,LINCOLN,4/27/2021,13:32:00,0,0,0,0,EF0,0.01,PUNKIN CENTER,$0.00 ,$0.00 ,0
COLORADO,Tornado,CHEYENNE,4/27/2021,15:15:00,0,0,0,0,EFU,1.97,SORRENTO,$0.00 ,$0.00 ,-1
COLORADO,Tornado,CHEYENNE,4/27/2021,15:16:00,0,0,0,0,EFU,4.05,SORRENTO,$0.00 ,$0.00 ,-1
COLORADO,Tornado,CHEYENNE,4/27/2021,16:27:00,0,0,0,0,EFU,1.93,FIRSTVIEW,$0.00 ,$0.00 ,-1
TEXAS,Tornado,HARDEMAN,4/23/2021,16:54:00,0,0,0,0,EFU,0.2,COPPER BREAKS ST PK,$0.00 ,$0.00 ,-1
LOUISIANA,Tornado,JEFFERSON,5/18/2021,2:16:00,0,0,0,0,EF0,0.31,KENNER,"$100,000.00 ",$0.00 ,0
TEXAS,Tornado,HARDEMAN,4/23/2021,17:08:00,0,0,0,0,EFU,1.8,MEDICINE MOUND,$0.00 ,$0.00 ,-1
FLORIDA,Tornado,FLAGLER,4/25/2021,6:09:00,0,0,0,0,EF0,0.25,BULOW,$0.00 ,$0.00 ,0
TEXAS,Tornado,WILBARGER,4/23/2021,17:13:00,0,0,0,0,EF2,5.4,LOCKETT,"$75,000.00 ",$0.00 ,2
TEXAS,Tornado,HARDEMAN,4/23/2021,17:10:00,0,0,0,0,EFU,1,MEDICINE MOUND,$0.00 ,$0.00 ,-1
TEXAS,Tornado,HARDEMAN,4/23/2021,16:43:00,0,0,0,0,EFU,2.8,COPPER BREAKS ST PK,"$1,000.00 ",$0.00 ,-1
TEXAS,Tornado,WILBARGER,4/23/2021,17:34:00,0,0,0,0,EF1,3.2,LOCKETT,"$50,000.00 ",$0.00 ,1
CALIFORNIA,Tornado,TEHAMA,4/25/2021,16:45:00,0,0,0,0,EF0,2.02,KIRKWOOD,"$10,000.00 ","$20,000.00 ",0
TEXAS,Tornado,SCURRY,4/27/2021,18:47:00,0,0,0,0,EF0,2.61,HERMLEIGH,$0.00 ,$0.00 ,0
MISSOURI,Tornado,TANEY,4/28/2021,8:37:00,0,0,0,0,EF0,0.57,WALNUT SHADE,"$125,000.00 ",$0.00 ,0
MISSOURI,Tornado,CHRISTIAN,4/28/2021,8:55:00,0,0,0,0,EF0,0.42,CHADWICK,"$5,000.00 ",$0.00 ,0
MISSOURI,Tornado,DOUGLAS,4/28/2021,10:13:00,0,0,0,0,EF0,1.88,BLANCHE,"$250,000.00 ",$0.00 ,0
TEXAS,Tornado,DAWSON,5/18/2021,17:03:00,0,0,0,0,EF0,0.08,ARVANA,$0.00 ,$0.00 ,0
OKLAHOMA,Tornado,TILLMAN,4/27/2021,18:15:00,0,0,0,0,EF0,0.1,HOLLISTER,$0.00 ,$0.00 ,0
TEXAS,Tornado,HALL,4/23/2021,16:22:00,0,0,0,0,EFU,0.67,TURKEY,$0.00 ,$0.00 ,-1
FLORIDA,Tornado,LEON,4/10/2021,10:28:00,0,0,0,0,EF0,2.39,FORT BRADEN,$0.00 ,$0.00 ,0
MISSISSIPPI,Tornado,LEE,5/2/2021,20:53:00,0,0,0,0,EF1,12.66,(TUP)LEMONS ARPT TUP,"$1,000,000.00 ",$0.00 ,1
TENNESSEE,Tornado,TIPTON,5/9/2021,16:08:00,0,0,0,0,EF1,4.8,DRUMMONDS,"$200,000.00 ",$0.00 ,1
KENTUCKY,Tornado,HICKMAN,5/4/2021,2:31:00,0,0,0,0,EF1,5.25,OAKTON,"$350,000.00 ",$0.00 ,1
ARKANSAS,Tornado,CRAWFORD,5/3/2021,20:41:00,0,0,0,0,EF1,0.8,VAN BUREN,$0.00 ,$0.00 ,1
